name,room_numbers,address,price,usable_area,gross_floor_area,url,latitude,longitude
Ontolo・Tower 8B,Middle Floor・2 Rooms,Pak Shek Kok,9.3M,593ft²,,https://hk.centanet.com/findproperty/en/detail/Ontolo-Tower-8B_AUO644?theme=buy,22.4280945,114.2082325
Vista Paradiso・PHASE 2・Tower 4,Middle Floor・FLAT C・3 Rooms,Ma On Shan,9.35M,755ft²,933ft²,https://hk.centanet.com/findproperty/en/detail/Vista-Paradiso-PHASE-2-Tower-4_EEM977?theme=buy,22.4276756,114.2402751
Double Cove・Phase 2 Double Cove Starview・Block 18,Low Floor・FLAT G・3 Rooms,Wu Kai Sha,14.8M,811ft²,,https://hk.centanet.com/findproperty/en/detail/Double-Cove-Phase-2-Double-Cove-Starview-Block-18_EMP454?theme=buy,,
Dragons Range・Court C Tower 1,High Floor・2 Rooms,Kau To Shan,8.3M,657ft²,,https://hk.centanet.com/findproperty/en/detail/Dragons-Range-Court-C-Tower-1_AST999?theme=buy,22.4166667,114.1833333
VIKING GARDEN・BLOCK B,1 Room,Causeway Bay,10.38M,523ft²,,https://hk.centanet.com/findproperty/en/detail/VIKING-GARDEN-BLOCK-B_DLL093?theme=buy,22.2859787,114.1914919
WESTLANDS COURT・NGAR LAN MANSION,2 Rooms,Quarry Bay,5.8M,382ft²,498ft²,https://hk.centanet.com/findproperty/en/detail/WESTLANDS-COURT-NGAR-LAN-MANSION_DEF206?theme=buy,22.2827206,114.2123009
Constellation Cove,3 Rooms,Tai Po Luxury/Mid-levels,28.8M,"1,905ft²","2,930ft²",https://hk.centanet.com/findproperty/en/detail/Constellation-Cove_AAB652?theme=buy,22.2816223,114.147865
The Cairnhill・Phase 2・Block 15,High Floor・FLAT B・2 Rooms,Tsuen Wan Mid-levels,8.3M,638ft²,838ft²,https://hk.centanet.com/findproperty/en/detail/The-Cairnhill-Phase-2-Block-15_CMR203?theme=buy,22.3699122,114.1144306
Double Cove・Phase 1・Block 1,High Floor・FLAT D・3 Rooms,Wu Kai Sha,14.5M,797ft²,"1,035ft²",https://hk.centanet.com/findproperty/en/detail/Double-Cove-Phase-1-Block-1_EMI515?theme=buy,,
Mayfair By The Sea・II,Low Floor・4 Rooms,Pak Shek Kok,23M,"1,366ft²",,https://hk.centanet.com/findproperty/en/detail/Mayfair-By-The-Sea-II_ASQ115?theme=buy,22.4280945,114.2082325
Ontolo,Low Floor・2 Rooms,Pak Shek Kok,7.9M,553ft²,,https://hk.centanet.com/findproperty/en/detail/Ontolo_AUO318?theme=buy,22.4280945,114.2082325
OCEAN PRIDE・PHASE 3A OCEAN SUPREME・TOWER 3A,Middle Floor・FLAT A・4 Rooms・(1 Suite),Tsuen Wan West,49M,"2,326ft²",,https://hk.centanet.com/findproperty/en/detail/OCEAN-PRIDE-PHASE-3A-OCEAN-SUPREME-TOWER-3A_CYO926?theme=buy,22.3684317,114.109705
SUNSHINE CITY・Phase 1・BLOCK A,Low Floor・FLAT 8・3 Rooms・(1 Suite),Ma On Shan,7.6M,568ft²,687ft²,https://hk.centanet.com/findproperty/en/detail/SUNSHINE-CITY-Phase-1-BLOCK-A_EEB406?theme=buy,22.4276756,114.2402751
The Grandville・Tower B,High Floor・FLAT C・3 Rooms,Fo Tan,12M,753ft²,970ft²,https://hk.centanet.com/findproperty/en/detail/The-Grandville-Tower-B_ALA308?theme=buy,22.3985709,114.1929428
Ocean Shores・Phase 3・Tower 13,Low Floor・FLAT A・2 Rooms,Tiu Keng Leng,9.65M,666ft²,905ft²,https://hk.centanet.com/findproperty/en/detail/Ocean-Shores-Phase-3-Tower-13_SAN629?theme=buy,,
Luk Yeung Sun Chuen・Block B,Low Floor・FLAT 4・3 Rooms,Luk Yeung,7M,582ft²,667ft²,https://hk.centanet.com/findproperty/en/detail/Luk-Yeung-Sun-Chuen-Block-B_CLX813?theme=buy,,
City Point・Block 6,High Floor・FLAT F・4 Rooms,Tsuen Wan West,14.3M,899ft²,,https://hk.centanet.com/findproperty/en/detail/City-Point-Block-6_CYE074?theme=buy,22.3684317,114.109705
Lake Silver・Tower 7,Low Floor・FLAT F・2 Rooms,Wu Kai Sha,8.1M,564ft²,739ft²,https://hk.centanet.com/findproperty/en/detail/Lake-Silver-Tower-7_EMC779?theme=buy,,
Festival City・PHASE 3・Tower 3,Middle Floor・FLAT SB・3 Rooms,Tai Wai,12.5M,786ft²,"1,030ft²",https://hk.centanet.com/findproperty/en/detail/Festival-City-PHASE-3-Tower-3_ASH352?theme=buy,22.375941,114.178626
Lohas Park・Phase 2C La Splendeur・Tower 9,Low Floor・FLAT LC・3 Rooms,Lohas Park,8.3M,732ft²,,https://hk.centanet.com/findproperty/en/detail/Lohas-Park-Phase-2C-La-Splendeur-Tower-9_SZR460?theme=buy,22.2944817,114.2702546
Monterey,Studio,Tseung Kwan O,5.5M,288ft²,,https://hk.centanet.com/findproperty/en/detail/Monterey_UHB317?theme=buy,22.3089111,114.2635572
Altissimo・Tower 5,Low Floor・FLAT E・1 Room,Wu Kai Sha,5.6M,309ft²,,https://hk.centanet.com/findproperty/en/detail/Altissimo-Tower-5_EQA855?theme=buy,,
OCEAN PRIDE・Phase 3A Ocean Supreme・TOWER 1,High Floor・FLAT B・4 Rooms・(1 Suite),Tsuen Wan West,25M,"1,153ft²",,https://hk.centanet.com/findproperty/en/detail/OCEAN-PRIDE-Phase-3A-Ocean-Supreme-TOWER-1_CYP282?theme=buy,22.3684317,114.109705
One Silversea・TOWER 7,Middle Floor・FLAT B・3 Rooms・(1 Suite),Olympic Station,23.5M,959ft²,"1,218ft²",https://hk.centanet.com/findproperty/en/detail/One-Silversea-TOWER-7_SWH934?theme=buy,,
The Pavilia Farm・Phase 1・Tower 3 (3A),Low Floor・FLAT C・2 Rooms,Tai Wai,10M,414ft²,,https://hk.centanet.com/findproperty/en/detail/The-Pavilia-Farm-Phase-1-Tower-3-(3A)_AUS813?theme=buy,22.375941,114.178626
MAYFAIR BY THE SEA,Middle Floor・4 Rooms,Pak Shek Kok,41M,"1,776ft²",,https://hk.centanet.com/findproperty/en/detail/MAYFAIR-BY-THE-SEA_ASP582?theme=buy,22.4280945,114.2082325
Tsuen Wan Centre・Block 9 (Nanking House),High Floor・FLAT B・3 Rooms,Tsuen King Circuit,4.8M,460ft²,573ft²,https://hk.centanet.com/findproperty/en/detail/Tsuen-Wan-Centre-Block-9-(Nanking-House)_CLJ718?theme=buy,22.3765822,114.1072333
PRIMROSE HILL・TOWER 1,3 Rooms,Tai Wo Hau,8.2M,704ft²,926ft²,https://hk.centanet.com/findproperty/en/detail/PRIMROSE-HILL-TOWER-1_CRL405?theme=buy,,
ROYAL PENINSULA・BLOCK 3,3 Rooms,Whampoa,13M,798ft²,"1,074ft²",https://hk.centanet.com/findproperty/en/detail/ROYAL-PENINSULA-BLOCK-3_SGX647?theme=buy,1.3245132,103.8572252
Altissimo・Tower 3,Low Floor・FLAT C・3 Rooms,Wu Kai Sha,13M,875ft²,,https://hk.centanet.com/findproperty/en/detail/Altissimo-Tower-3_EQA640?theme=buy,,
SERENITY PLACE・BLOCK 5,FLAT F・2 Rooms,Po Lam,5.1M,497ft²,,https://hk.centanet.com/findproperty/en/detail/SERENITY-PLACE-BLOCK-5_SDF971?theme=buy,22.3237131,114.2548803
METRO TOWN・PHASE 2 LE POINT・TOWER 9,High Floor・FLAT F・3 Rooms・(1 Suite),Tiu Keng Leng,10.28M,731ft²,974ft²,https://hk.centanet.com/findproperty/en/detail/METRO-TOWN-PHASE-2-LE-POINT-TOWER-9_SDY598?theme=buy,,
The Metro City・PHASE 3 THE METROPOLIS・Tower 2,High Floor・FLAT F・3 Rooms,Po Lam,7M,626ft²,866ft²,https://hk.centanet.com/findproperty/en/detail/The-Metro-City-PHASE-3-THE-METROPOLIS-Tower-2_SCA464?theme=buy,22.3237131,114.2548803
On Ning Garden・Block 4,High Floor・FLAT B・3 Rooms,Hang Hau,5.6M,538ft²,638ft²,https://hk.centanet.com/findproperty/en/detail/On-Ning-Garden-Block-4_SAP279?theme=buy,22.3172623,114.2672828
Marinella・Tower 3,Low Floor・FLAT C・2 Rooms,Deep Bay,28M,916ft²,"1,145ft²",https://hk.centanet.com/findproperty/en/detail/Marinella-Tower-3_TKD075?theme=buy,49.453162,-124.710948
Lohas Park・Phase 2B Le Prime,4 Rooms,Lohas Park,9.5M,987ft²,"1,309ft²",https://hk.centanet.com/findproperty/en/detail/Lohas-Park-Phase-2B-Le-Prime_SZM109?theme=buy,22.2944817,114.2702546
st. Barths・Phase 1・Maple Court Tower 2,Middle Floor・FLAT B・1 Room,Wu Kai Sha,6.5M,388ft²,,https://hk.centanet.com/findproperty/en/detail/st--Barths-Phase-1-Maple-Court-Tower-2_EQB184?theme=buy,,
The Grandiose・Block 3,Low Floor・FLAT F・2 Rooms,Tseung Kwan O,7.85M,456ft²,602ft²,https://hk.centanet.com/findproperty/en/detail/The-Grandiose-Block-3_SDM042?theme=buy,22.3089111,114.2635572
st Martin・Phase 1,Low Floor・3 Rooms,Pak Shek Kok,21.5M,766ft²,,https://hk.centanet.com/findproperty/en/detail/st-Martin-Phase-1_AUE649?theme=buy,22.4280945,114.2082325
Larvotto・Tower 5,High Floor・FLAT A,Yuk Kwai Shan Wan Poon,31M,"1,181ft²","1,477ft²",https://hk.centanet.com/findproperty/en/detail/Larvotto-Tower-5_TMA208?theme=buy,22.2333333,114.15
Solaria・TOWER 3,Middle Floor・3 Rooms,Pak Shek Kok,8.5M,596ft²,,https://hk.centanet.com/findproperty/en/detail/Solaria-TOWER-3_AUD115?theme=buy,22.4280945,114.2082325
Mayfair By The Sea・II・Tower 7,High Floor・FLAT B・6 Rooms,Pak Shek Kok,69.9M,"6,890ft²",,https://hk.centanet.com/findproperty/en/detail/Mayfair-By-The-Sea-II-Tower-7_ASQ361?theme=buy,22.4280945,114.2082325
The Belcher's・PHASE 2・Tower 8,Middle Floor・FLAT E・3 Rooms,Mid-Levels West,29.88M,"1,151ft²","1,462ft²",https://hk.centanet.com/findproperty/en/detail/The-Belcher's-PHASE-2-Tower-8_LBJ427?theme=buy,22.2839605,114.1439586
Tseung Kwan O Plaza・Phase 1・Tower 3,High Floor・FLAT D・2 Rooms,Tseung Kwan O,7.2M,447ft²,611ft²,https://hk.centanet.com/findproperty/en/detail/Tseung-Kwan-O-Plaza-Phase-1-Tower-3_SDD222?theme=buy,22.3089111,114.2635572
Grand Horizon・Block 5,High Floor・2 Rooms,Tsing Yi,6.5M,463ft²,610ft²,https://hk.centanet.com/findproperty/en/detail/Grand-Horizon-Block-5_FCC480?theme=buy,22.3474872,114.1023164
Peak One・Phase 1・Block 8,3 Rooms,Sha Tin,17.5M,"1,084ft²","1,452ft²",https://hk.centanet.com/findproperty/en/detail/Peak-One-Phase-1-Block-8_ASC873?theme=buy,22.3771304,114.1974398
ALLWAY GARDEN・BLOCK F,2 Rooms,Tsuen King Circuit,5.95M,533ft²,607ft²,https://hk.centanet.com/findproperty/en/detail/ALLWAY-GARDEN-BLOCK-F_CMD206?theme=buy,22.3765822,114.1072333
THE MERTON・TOWER 2,Low Floor・FLAT F・1 Room,Kennedy Town,10.5M,470ft²,,https://hk.centanet.com/findproperty/en/detail/THE-MERTON-TOWER-2_LEB266?theme=buy,22.2822235,114.1292619
Vista Paradiso・Phase 2・Tower 6,Low Floor・FLAT C・2 Rooms,Ma On Shan,6.8M,516ft²,638ft²,https://hk.centanet.com/findproperty/en/detail/Vista-Paradiso-Phase-2-Tower-6_EEH399?theme=buy,22.4276756,114.2402751
CITY POINT・BLOCK 5,Low Floor・FLAT A・2 Rooms,Tsuen Wan West,7.5M,485ft²,,https://hk.centanet.com/findproperty/en/detail/CITY-POINT-BLOCK-5_CYF106?theme=buy,22.3684317,114.109705
TSUEN KAM CENTRE・BLOCK 1,FLAT E・2 Rooms,Tsuen Wan Town Centre,5.9M,438ft²,583ft²,https://hk.centanet.com/findproperty/en/detail/TSUEN-KAM-CENTRE-BLOCK-1_CLZ411?theme=buy,22.3699122,114.1144306
Double Cove・Phase 3 Double Cove Starview Prime・Block 17,High Floor・FLAT E・2 Rooms,Wu Kai Sha,7.6M,497ft²,,https://hk.centanet.com/findproperty/en/detail/Double-Cove-Phase-3-Double-Cove-Starview-Prime-Block-17_EMQ892?theme=buy,,
FESTIVAL CITY・Phase 3・TOWER 5,Middle Floor・FLAT NC・4 Rooms,Tai Wai,17.8M,"1,043ft²","1,376ft²",https://hk.centanet.com/findproperty/en/detail/FESTIVAL-CITY-Phase-3-TOWER-5_ASG833?theme=buy,22.375941,114.178626
HARBOUR GLORY・TOWER 6,FLAT A・3 Rooms,North Point,24.5M,880ft²,,https://hk.centanet.com/findproperty/en/detail/HARBOUR-GLORY-TOWER-6_DQU490?theme=buy,,
The Pavilia Bay・TOWER 2B,Middle Floor・FLAT B・3 Rooms・(1 Suite),Tsuen Wan West,15M,766ft²,,https://hk.centanet.com/findproperty/en/detail/The-Pavilia-Bay-TOWER-2B_CYN033?theme=buy,22.3684317,114.109705
The Wings・IIIA・Tower 1A,High Floor・FLAT C・1 Room,Tseung Kwan O,6.7M,365ft²,,https://hk.centanet.com/findproperty/en/detail/The-Wings-IIIA-Tower-1A_UEI493?theme=buy,22.3089111,114.2635572
Tong Ming Court・Tong Wong House (Block B),High Floor・FLAT 13・2 Rooms,Tseung Kwan O,4.7M,530ft²,,https://hk.centanet.com/findproperty/en/detail/Tong-Ming-Court-Tong-Wong-House-(Block-B)_SDW111?theme=buy,22.3089111,114.2635572
Monterey・Tower 7B,High Floor・FLAT E・2 Rooms,Tseung Kwan O,9.5M,524ft²,,https://hk.centanet.com/findproperty/en/detail/Monterey-Tower-7B_UHB026?theme=buy,22.3089111,114.2635572
The Pavilia Farm・Phase 1・Tower 3 (3A),High Floor・FLAT C・2 Rooms,Tai Wai,11.5M,452ft²,,https://hk.centanet.com/findproperty/en/detail/The-Pavilia-Farm-Phase-1-Tower-3-(3A)_AUU060?theme=buy,22.375941,114.178626
Lohas Park・Phase 7A Montara・Tower 2 (2B),High Floor・FLAT F・2 Rooms,Lohas Park,7.5M,450ft²,,https://hk.centanet.com/findproperty/en/detail/Lohas-Park-Phase-7A-Montara-Tower-2-(2B)_UHJ891?theme=buy,22.2944817,114.2702546
Casa Marina・CASA MARINA,4 Rooms,Tai Po Luxury/Mid-levels,22M,"1,953ft²","3,512ft²",https://hk.centanet.com/findproperty/en/detail/Casa-Marina-CASA-MARINA_AAB873?theme=buy,22.2816223,114.147865
GREENVIEW COURT・BLOCK 2,High Floor・FLAT D・3 Rooms・(1 Suite),Belvedere,6.1M,703ft²,784ft²,https://hk.centanet.com/findproperty/en/detail/GREENVIEW-COURT-BLOCK-2_CAG096?theme=buy,,
PARK CENTRAL・PHASE 2・TOWER 10,High Floor・FLAT A・3 Rooms,Tseung Kwan O,8.5M,547ft²,726ft²,https://hk.centanet.com/findproperty/en/detail/PARK-CENTRAL-PHASE-2-TOWER-10_SDF105?theme=buy,22.3089111,114.2635572
YOHO TOWN・PHASE 2 YOHO MIDTOWN・BLOCK M7,1 Room,Yuen Long Station,5.45M,399ft²,498ft²,https://hk.centanet.com/findproperty/en/detail/YOHO-TOWN-PHASE-2-YOHO-MIDTOWN-BLOCK-M7_CQR817?theme=buy,22.4460876,114.0347702
DOUBLE COVE・PHASE 3 DOUBLE COVE STARVIEW PRIME・BLOCK 23,High Floor・FLAT C・1 Room,Wu Kai Sha,7.5M,479ft²,,https://hk.centanet.com/findproperty/en/detail/DOUBLE-COVE-PHASE-3-DOUBLE-COVE-STARVIEW-PRIME-BLOCK-23_EMR065?theme=buy,,
Villa Athena・BLOCK 6,High Floor・FLAT C・3 Rooms・(1 Suite),Ma On Shan,11.5M,874ft²,"1,068ft²",https://hk.centanet.com/findproperty/en/detail/Villa-Athena-BLOCK-6_EEA382?theme=buy,22.4276756,114.2402751
Tseung Kwan O Plaza・Phase 2・Tower 5,High Floor・FLAT C・2 Rooms,Tseung Kwan O,7.83M,454ft²,619ft²,https://hk.centanet.com/findproperty/en/detail/Tseung-Kwan-O-Plaza-Phase-2-Tower-5_SBF201?theme=buy,22.3089111,114.2635572
Lohas Park・Phase 7A Montara・Tower 2 (2B),Low Floor・FLAT E・1 Room,Lohas Park,5.78M,347ft²,,https://hk.centanet.com/findproperty/en/detail/Lohas-Park-Phase-7A-Montara-Tower-2-(2B)_UHK039?theme=buy,22.2944817,114.2702546
BRAEMAR HILL MANSIONS・BLOCK 3,FLAT C・3 Rooms・(1 Suite),North Point Mid-Levels,23.8M,"1,090ft²","1,260ft²",https://hk.centanet.com/findproperty/en/detail/BRAEMAR-HILL-MANSIONS-BLOCK-3_DMI377?theme=buy,22.2816223,114.147865
Villas Sorrento・VILLAS SORRENTO,High Floor・4 Rooms・(2 Suites),Pok Fu Lam,65M,"2,013ft²",,https://hk.centanet.com/findproperty/en/detail/Villas-Sorrento-VILLAS-SORRENTO_LCC178?theme=buy,22.2679201,114.1290719
PARK ISLAND・Phase 2・BLOCK 6,Low Floor・FLAT E・2 Rooms,Ma Wan,5.5M,537ft²,706ft²,https://hk.centanet.com/findproperty/en/detail/PARK-ISLAND-Phase-2-BLOCK-6_FCZ813?theme=buy,22.3500753,114.059207
Centra Horizon,Low Floor・3 Rooms,Pak Shek Kok,13.5M,830ft²,,https://hk.centanet.com/findproperty/en/detail/Centra-Horizon_AUL830?theme=buy,22.4280945,114.2082325
The Wings・OCEAN WINGS,Low Floor・FLAT B・4 Rooms,Tseung Kwan O,19M,"1,022ft²",,https://hk.centanet.com/findproperty/en/detail/The-Wings-OCEAN-WINGS_UEY016?theme=buy,22.3089111,114.2635572
Baguio Villa・Block 43,Middle Floor・BLOCK 43・4 Rooms,Pok Fu Lam,35M,"2,079ft²","2,330ft²",https://hk.centanet.com/findproperty/en/detail/Baguio-Villa-Block-43_TJB056?theme=buy,22.2679201,114.1290719
Double Cove・PHASE 4 DOUBLE COVE GRANDVIEW・Block 6,Low Floor・FLAT A・4 Rooms,Wu Kai Sha,20.8M,"1,453ft²",,https://hk.centanet.com/findproperty/en/detail/Double-Cove-PHASE-4-DOUBLE-COVE-GRANDVIEW-Block-6_EMX610?theme=buy,,
MANHATTAN HEIGHTS,Low Floor・FLAT C・4 Rooms,Kennedy Town,17.8M,699ft²,948ft²,https://hk.centanet.com/findproperty/en/detail/MANHATTAN-HEIGHTS_LDQ306?theme=buy,22.2822235,114.1292619
Oceanaire・Tower 6A,Low Floor・FLAT B・3 Rooms,Ma On Shan,7.9M,694ft²,914ft²,https://hk.centanet.com/findproperty/en/detail/Oceanaire-Tower-6A_EME149?theme=buy,22.4276756,114.2402751
st. Barths・Phase 1・Sandalwood Court Tower 2,Middle Floor・FLAT C・2 Rooms,Wu Kai Sha,9.9M,515ft²,,https://hk.centanet.com/findproperty/en/detail/st--Barths-Phase-1-Sandalwood-Court-Tower-2_EQB218?theme=buy,,
Chelsea Court・TOWER NORTH (B2),Middle Floor・FLAT B・1 Room,Tsuen Wan West,5.8M,360ft²,496ft²,https://hk.centanet.com/findproperty/en/detail/Chelsea-Court-TOWER-NORTH-(B2)_CND161?theme=buy,22.3684317,114.109705
KENNEDY 38,FLAT K・1 Room,Kennedy Town,8.1M,299ft²,,https://hk.centanet.com/findproperty/en/detail/KENNEDY-38_LHR290?theme=buy,22.2822235,114.1292619
Ma On Shan Centre・Tower 2,Middle Floor・FLAT E・3 Rooms,Ma On Shan,6.8M,522ft²,701ft²,https://hk.centanet.com/findproperty/en/detail/Ma-On-Shan-Centre-Tower-2_EEP536?theme=buy,22.4276756,114.2402751
The Wings・IIIB・Tower 1A,High Floor・FLAT B・3 Rooms,Tseung Kwan O,28.8M,"1,041ft²",,https://hk.centanet.com/findproperty/en/detail/The-Wings-IIIB-Tower-1A_UEJ637?theme=buy,22.3089111,114.2635572
OCEAN PRIDE・PHASE 3A OCEAN SUPREME・TOWER 5B,Low Floor・FLAT B・2 Rooms,Tsuen Wan West,9.5M,527ft²,,https://hk.centanet.com/findproperty/en/detail/OCEAN-PRIDE-PHASE-3A-OCEAN-SUPREME-TOWER-5B_CYO247?theme=buy,22.3684317,114.109705
WATERSIDE PLAZA・BLOCK 3,Low Floor・FLAT F・2 Rooms,Tsuen Wan West,5.98M,470ft²,600ft²,https://hk.centanet.com/findproperty/en/detail/WATERSIDE-PLAZA-BLOCK-3_CLW711?theme=buy,22.3684317,114.109705
Tsuen Wan Centre・Block 2 (Kweilin House),High Floor・FLAT G・2 Rooms,Tsuen King Circuit,4.3M,354ft²,455ft²,https://hk.centanet.com/findproperty/en/detail/Tsuen-Wan-Centre-Block-2-(Kweilin-House)_CLQ952?theme=buy,22.3765822,114.1072333
THE CAIRNHILL・Phase 2・BLOCK 11,High Floor・FLAT B・3 Rooms,Tsuen Wan Mid-levels,11.5M,922ft²,"1,213ft²",https://hk.centanet.com/findproperty/en/detail/THE-CAIRNHILL-Phase-2-BLOCK-11_CMS235?theme=buy,22.3699122,114.1144306
TIERRA VERDE・PHASE 1・TOWER 6,Low Floor・FLAT A・3 Rooms,Tsing Yi,12.3M,752ft²,945ft²,https://hk.centanet.com/findproperty/en/detail/TIERRA-VERDE-PHASE-1-TOWER-6_FCB247?theme=buy,22.3474872,114.1023164
The Pavilia Farm・Phase 2・Tower 6 (6A),High Floor・FLAT C・2 Rooms,Tai Wai,12M,487ft²,,https://hk.centanet.com/findproperty/en/detail/The-Pavilia-Farm-Phase-2-Tower-6-(6A)_AUU268?theme=buy,22.375941,114.178626
Altissimo・Tower 3,Middle Floor・FLAT L・2 Rooms,Wu Kai Sha,8M,483ft²,,https://hk.centanet.com/findproperty/en/detail/Altissimo-Tower-3_EQA762?theme=buy,,
Savannah・Tower 3B,High Floor・FLAT E・Studio,Tseung Kwan O,5.3M,330ft²,,https://hk.centanet.com/findproperty/en/detail/Savannah-Tower-3B_UEY524?theme=buy,22.3089111,114.2635572
TSUEN WAN CENTRE・BLOCK 2 (KWEILIN HOUSE),Middle Floor・FLAT D・2 Rooms,Tsuen King Circuit,3.8M,377ft²,481ft²,https://hk.centanet.com/findproperty/en/detail/TSUEN-WAN-CENTRE-BLOCK-2-(KWEILIN-HOUSE)_CLH914?theme=buy,22.3765822,114.1072333
Tsuen Wan Centre・Block 2 (Kweilin House),Middle Floor・FLAT E・2 Rooms,Tsuen King Circuit,3.9M,377ft²,481ft²,https://hk.centanet.com/findproperty/en/detail/Tsuen-Wan-Centre-Block-2-(Kweilin-House)_CMF641?theme=buy,22.3765822,114.1072333
ONE．ARTLANE,Middle Floor・FLAT D・1 Room,Sai Ying Pun,6.8M,259ft²,,https://hk.centanet.com/findproperty/en/detail/ONE-ARTLANE_LHP930?theme=buy,22.2875634,114.1417059
ROYAL ASCOT・Phase 1・BLOCK 7,Middle Floor・FLAT A・3 Rooms・(1 Suite),Fo Tan,13.96M,"1,041ft²","1,236ft²",https://hk.centanet.com/findproperty/en/detail/ROYAL-ASCOT-Phase-1-BLOCK-7_AKC940?theme=buy,22.3985709,114.1929428
Ocean Pride・Phase 3A Ocean Supreme・Tower 3B,High Floor・FLAT D・2 Rooms,Tsuen Wan West,9.58M,529ft²,,https://hk.centanet.com/findproperty/en/detail/Ocean-Pride-Phase-3A-Ocean-Supreme-Tower-3B_CYO462?theme=buy,22.3684317,114.109705
The Merton・Tower 3,Low Floor・FLAT K・Studio,Kennedy Town,11.8M,482ft²,629ft²,https://hk.centanet.com/findproperty/en/detail/The-Merton-Tower-3_LEB553?theme=buy,22.2822235,114.1292619
Lohas Park・PHASE 7B GRAND MONTARA・Tower 1 (1B),Low Floor・FLAT E・3 Rooms,Lohas Park,10.8M,715ft²,,https://hk.centanet.com/findproperty/en/detail/Lohas-Park-PHASE-7B-GRAND-MONTARA-Tower-1-(1B)_UHK446?theme=buy,22.2944817,114.2702546
Summit Court・Block B,High Floor・FLAT 1・3 Rooms,North Point Mid-Levels,36.8M,"1,650ft²","1,850ft²",https://hk.centanet.com/findproperty/en/detail/Summit-Court-Block-B_DLM543?theme=buy,22.2816223,114.147865
PARK ISLAND・Phase 2・BLOCK 5,High Floor・FLAT F・3 Rooms・(1 Suite),Ma Wan,19M,"1,241ft²","1,546ft²",https://hk.centanet.com/findproperty/en/detail/PARK-ISLAND-Phase-2-BLOCK-5_FCN273?theme=buy,22.3500753,114.059207
Monterey,High Floor・FLAT A・3 Rooms,Tseung Kwan O,55M,"1,478ft²",,https://hk.centanet.com/findproperty/en/detail/Monterey_UHA985?theme=buy,22.3089111,114.2635572
Island Crest・Tower 2,Low Floor・FLAT A・3 Rooms,Sai Ying Pun,22.5M,873ft²,"1,181ft²",https://hk.centanet.com/findproperty/en/detail/Island-Crest-Tower-2_LCU619?theme=buy,22.2875634,114.1417059
DOUBLE COVE・PHASE 2 DOUBLE COVE STARVIEW・BLOCK 20,Middle Floor・FLAT C・2 Rooms,Wu Kai Sha,7.6M,510ft²,,https://hk.centanet.com/findproperty/en/detail/DOUBLE-COVE-PHASE-2-DOUBLE-COVE-STARVIEW-BLOCK-20_EMP157?theme=buy,,
SAVANNAH・TOWER 3B,FLAT F・2 Rooms,Tseung Kwan O,7.7M,469ft²,,https://hk.centanet.com/findproperty/en/detail/SAVANNAH-TOWER-3B_UEY555?theme=buy,22.3089111,114.2635572
Park Central・Phase 2・Tower 11,Middle Floor・FLAT B・2 Rooms,Tseung Kwan O,6.8M,436ft²,581ft²,https://hk.centanet.com/findproperty/en/detail/Park-Central-Phase-2-Tower-11_SCI052?theme=buy,22.3089111,114.2635572
Corinthia By The Sea・Tower 2,High Floor・FLAT B・3 Rooms,Tseung Kwan O,18M,773ft²,,https://hk.centanet.com/findproperty/en/detail/Corinthia-By-The-Sea-Tower-2_UES251?theme=buy,22.3089111,114.2635572
H Cube,Middle Floor・FLAT 1・Studio,Tsuen Wan West,4.8M,244ft²,374ft²,https://hk.centanet.com/findproperty/en/detail/H-Cube_CRJ955?theme=buy,22.3684317,114.109705
Tsuen Wan Centre・Block 18 (Tsinan House),Low Floor・FLAT C・Studio,Tsuen King Circuit,3.8M,329ft²,404ft²,https://hk.centanet.com/findproperty/en/detail/Tsuen-Wan-Centre-Block-18-(Tsinan-House)_CLE059?theme=buy,22.3765822,114.1072333
Viking Villas・Block A,Low Floor・FLAT 15・1 Room,North Point Mid-Levels,11.98M,700ft²,795ft²,https://hk.centanet.com/findproperty/en/detail/Viking-Villas-Block-A_DMA089?theme=buy,22.2816223,114.147865
